tweet_id	tweet	label
23035	My uncles been sick a week now and his fever won’t budge (got tested for Covid-19 Monday). Late Monday night my mom gets sick and her symptoms worsen by the day. Tuesday night my other uncle develops a fever and cough and his symptoms progress like my moms.	Nonpersonal_reports
14171	Months after Covid-19 infection, patients report breathing difficulty and fatigue - CNN https://t.co/5qBCmRHbJu	Lit-News_mentions
12867	#AskABC2020 Most patients with confirmed COVID-19 have developed fever (&gt;100.4 F) and/or symptoms of acute respiratory illness (cough, difficulty breathing).	Lit-News_mentions
13382	Recent study has revealed that novel #coronavirus  may enter the human brain through the nose. This finding may help explain some of the neurological symptoms observed in #COVID-19 patients, and inform diagnosis and measures to prevent infection https://t.co/Kp7GPydgu0	Lit-News_mentions
21923	My wife and I are suspect in covid for 7 wks. No pneumonia, but intermittent nauseas, strong abdominal pain and mild upper respiratory symptoms, coming in waves. We were not tested. From Brazil. Thanks for sharing. People seem incredulous when we tell them we still feel sick!	Nonpersonal_reports
31000	I had two breaks: week 4 (when others in fam recovered from virus in respiratory system) but then I think I had a viral tail until week 11. For me the virus continued/moved very slowly through other systems across 5-11. I’ve only had bits of genuine PV fatigue since week 12.	Self_reports
11040	"""""""That's what makes me most worried about this: that the long-term effects of the virus are still very much unknown, with experts concerned some patients will experience """"""""lung scarring, heart damage, and neurological and mental health effects"""""""" down the line. https://t.co/sxukdRL0kM"""""""	Lit-News_mentions
12703	NPR and other news outlets reported last month that loss of smell and taste were reported by some people with COVID-19. Patients with the disease caused by the coronavirus have also reported muscle pain, chills and headache.	Lit-News_mentions
11252	In our study on Zika &amp; chikungunya — collaborating with an incredible Brazilian team— we found these viruses are linked to a spectrum of neurological disease, &amp; infection with more than one virus increases your risk of stroke @fiocruz @fiocruz_en @ZikaPLAN @LivUni @LivUni_IVES	Lit-News_mentions
13097	On top of her lung damage and fatigue, Antonelli has issues with her memory and diminished senses of taste and smell — a common early symptom that lingers for many, which doctors say stems from the virus attacking nerves.https://t.co/06SLGfgiRZ	Lit-News_mentions
11105	This letter describes onset and characteristics of individuals with mild symptoms of #covid19, which lead authors to suggest that patients with dry cough and loss of smell and/or taste should trigger diagnostic evaluation. #paijournal #researchhttps://t.co/4ZnmbSaajt https://t.co/xyvmcvjV29	Lit-News_mentions
12166	@WHO: The most commonly reported #COVID19 symptoms incl. fever, dry cough, and shortness of breath. Most patients (80%) experienced mild illness. Approximately 14% experienced severe disease &amp; 5% were critically ill. WHO Situation Report 1 March … https://t.co/sUgQshR2kh	Lit-News_mentions
30635	Throughout being ill i haven’t been able to do more than potter around the house because of breathlessness, heart pain and fatigue. A recent addition is my thighs seizing up with lactic acid, so I can only shuffle to the loo. My body’s way of making me rest even more, I guess!	Self_reports
21638	More facts on Covid-19; in children &lt; 16 yrs,  Fever,and cough can occur at anytime during the illness.   Some children do not to show any symptoms of infection or radiological features of pneumonia.   Some have been  reported to have radiological features of pneumonia but no	Nonpersonal_reports
13605	Is Diarrhea a Symptom of COVID-19? New Study Says Digestive Issues May Be Common With Coronavirus https://t.co/WZBtP1TaaI	Lit-News_mentions
30099	I’m 95 % sure I have #COVID19 I’m not going to the hospital unless I get worse. I’ve been in bed since yesterday and can barely do anything. The timing for this couldn’t be worse. I feel like absolute shit. I’m having weird nightmares. Like a fever dream? Going back to sleep	Self_reports
13212	"""""""Study: 56% of covid-19 patients who were hospitalized have increased risk of psychiatric disorders. """"""""28% for PTSD, 31% for depression, 42% for anxiety, 20% for OC symptoms, and 40% for insomnia.""""""""https://t.co/c0hQZHRDpM"""""""	Lit-News_mentions
20812	Just a reminder that we’re in the middle of a pandemic &amp; we still need to wear our masks &amp; social distance ! My mom, who has just recovered now has damaged lungs, has to use 2 different puffers &amp; has a very hard time breathing, so pls take care of yourselves &amp; the ones around you	Nonpersonal_reports
30587	It’s hard, just last week the breathlessness &pain stopped me. Now With more energy, more breath in my lungs &a lot less pain, I feel a bit like a whippet after a rabbit. I look at things around me that haven’t been done for weeks & I want to crack on. I’ve really got to do less.	Self_reports
21438	@maril3nf @sunlorrie Both my daughter's school &amp; daycare send kids home if they cough or sneeze...and demand a #COVID19 test before allowing the kids back.Her younger is asthmatic, so he often coughs...and has been sent home twice in the last month.	Nonpersonal_reports
13242	#CoronaVirusUpdates : @MoHFW_INDIA has added symptoms of loss of smell and taste (anosmia &amp; ageusia) in the clinical management guidelines for the COVID-19 patients. #COVID19 #CoronavirusIndia https://t.co/HbHNFMNvcQ	Lit-News_mentions
30793	I honestly can’t even put into words how sad I felt on those 3 days. It had been a long time without constant pain and felt so discouraging but better times really are ahead for you!	Self_reports
23026	Cool story, bro. When my son had a fever for the better part of a week and stopped eating—after his father returned from working in Florida, which was beating its own COVID-19 case count each day—we were told to take an antibiotic for strep and see what happened.	Nonpersonal_reports
22059	@MaddowBlog Day 8 of waiting for my daughters covid19 test she lives in So. Cal. works in admin in a hospital. She is in self isolation ran a fever 5 days.	Nonpersonal_reports
13110	Study depicts three stages of neurological deficits caused by COVID-19 https://t.co/ZbrN6HUnmD #neuroscience #coronvirus #COVID19	Lit-News_mentions
31094	I am so sorry! I’ll be keeping you all in my thoughts for a truly mild case and a speedy, 100% recovery. I’m not a doctor but zinc and electrolytes to keep hydrated helped me. Sleeping on my stomach was a game changer. Pulse oximeter was most helpful tool. Wishing you wellness 	Self_reports
30650	I’m glad the long tail of Covid19 is being recognised. I thought I was over it after 8 weeks of coughing, SOB, & fatigue but I’ve been having a relapse all week, all 3 symptoms are back. I’m in week 12. Previously fit and active. #covid1in20	Self_reports
12588	New Study Reveals COVID-19 Causes Serious Neurological Symptoms Shockingly Often https://t.co/fbladMpfuT	Lit-News_mentions
12888	U.S. researchers plan to study more COVID-19 patients to find out whether there's a link between the virus and conditions like chronic fatigue syndrome. https://t.co/k4ZgIbZjyQ	Lit-News_mentions
12659	Follow-up study of 143 people hospitalised for #COVID19. At a mean of 60 days, only 13% were completely symptom-free, and 44% had poorer quality of life. Common symptoms were fatigue (53%), shortness of breath (43%), joint pain (27%), and chest pain (22%).https://t.co/6cIeZZts5L https://t.co/N7WQ4Yvj76	Lit-News_mentions
13145	Half of COVID-19 patients in Irish study suffer ongoing fatigue https://t.co/czJbTyNGsN	Lit-News_mentions
14311	#CoronaInfoCH #Coronavirus #Covid_19 COVID-19 patients experience neurological symp...https://t.co/g06UEX6eXw	Lit-News_mentions
11073	While some patients may fully recover, he and other experts worry others will suffer long-term damage, including lung scarring, heart damage, and neurological and mental health effects #COVID19	Lit-News_mentions
10365	Lung damage found in COVID-19 dead may shed light on 'long COVID': Study https://t.co/Zv1qnVuW7L	Lit-News_mentions
12465	Scientists warn #COVID-19 could lead to #neurological complications in some patients#covid19 #fightback #neuroscience #brainhealth #timeisbrain https://t.co/AXO0gxOfS7	Lit-News_mentions
12770	@oe1journale Boost the lungsNot yet medicine cure viruses, asthma, COPD, Chonic bronchitis, difficult breathing, but the health of the patients makes great difference. Most death cases had other diseases #coronavirus #Covid19 #asthma  #COPD #bronchitis #pneumonitis https://t.co/9MBWoNEUxG https://t.co/20HhmtIgu7	Lit-News_mentions
31378	Interesting. I never had any fizzing across my body as described in the article. I did have weird pains/sensations in my hands and feet for over a week though.	Self_reports
12285	Over 1/2 of #COVID19 patients in Spain have developed neurological problems, studies showThough the symptoms have been attributed to the body’s excessive immune response, some research indicates that the VIRUS IS DIRECTLY ATTACKING THE BRAIN https://t.co/cteJEgtqNI	Lit-News_mentions
30778	@HelenRSalisbury I was ill 4 weeks ago, told to self isolate which I did. Last Friday I got ill again and waiting for results on urgent blood tests. No mention of covid tests either times. I have hypertension so really concerned.	Self_reports
12264	#longcovidAccording to a 2020 study, around 30% of people who recovered from severe SARS or MERS had long-term lung abnormalities. A 2009 study found that 40% of people who survived SARS still experienced chronic fatigue about 3.5 years later, on average.https://t.co/jQt8PWh6lU	Lit-News_mentions
11713	Do I Have Coronavirus? Symptoms Checker via CDC and medical professionals. #COVID19 also has a few lesser known symptoms, like loss of smell and digestive issues #Coronavirus  https://t.co/LCLjLE5Y6e	Lit-News_mentions
12548	Covid19 et possible syndrome des anti-phospholipides...Sudden loss of smell as a possible symptom of COVID-19, coagulopathy and antiphospholipid antibodies in patients with COVID-19, and characteristics of patients with fatal COVID-19 https://t.co/wO5xqquKiR via @docguide	Lit-News_mentions
13104	post-viral syndrome to manifest following COVID-19 infection and acute SARS episode patients,-healthcare workers- develop a Chronic Fatigue Syndrome/Myalgic Encephalomyelitis (CFS/ME) – like illness which nearly 20 months on prevented them returning to worhttps://t.co/Wecc9aQu3M	Lit-News_mentions
23263	I found out yesterday that my household has already had Coronavirus. We were all ill late February, started with my little ones then my partner who was really unwell for 4 days. Then I had it. I had an awful headache, shortness of breath and a annoying cough. (1/2)	Nonpersonal_reports
10757	A growing contingent of Covid-19 patients whose symptoms were initially mild are now facing mysterious long-term neurological problems, including memory and sleep disturbances, dizziness, nerve pain and what survivors refer to as “brain fog.”https://t.co/ktWjuIFXbq	Lit-News_mentions
23502	@RepGusBilirakis My daughter, with severe asthma, was REFUSED testing for #COVID19 #coronavirus in #Florida when she had very high fever for 5 days, night sweats, body aches, fatigue! #IfYouWantATestYouCanGetATest is the biggest LIE!! #VoteBlue2020	Nonpersonal_reports
21298	Day 4 of Quarantine.Massive headache, difficulty breathing (not too alarming), GI system is a mess, mental focus is down.I've had the flu before, and day 3 of COVID feels like the worst part of the flu.(for the record, I do not have a positive test) my my wife does. #COVID19	Nonpersonal_reports
30502	Thankfully, the headache has gone when I woke up this morning, but the feeling of pressure is still there. It's an uncomfortable feeling rather than painful, and it's happened before. I really hope my neurologist appointment comes soon! 3/n	Self_reports
12205	Many incarcerated people also have chronic conditions, such as #asthma, #cardiovasculardiseases or #diabetes, which makes them more vulnerable to severe forms of #COVID19 #WomenInJustice they are patients and they count @NHS write to @MattHancock https://t.co/MzXugoq8OV https://t.co/gV9Z7q05LT	Lit-News_mentions
22642	@1043FreshRadio What is difficult is that the symptoms of COVID-19 (except the respiratory difficulties &amp; fever), are also side effects of some  chemotherapy medications.	Nonpersonal_reports
12430	“With our long-standing research into ME/Chronic Fatigue Syndrome, we’ve been selected by the Centers for Disease Control and Prevention to begin researching these symptoms in COVID-19 patients,” said Nancy Klimas, M.D. of @NSU_INIM	Lit-News_mentions
10295	Our hospitals will create special ‘fever clinics’ to deal directly with coronavirus cases as we move closer to the outbreak being declared a pandemic. @Gary_Adshead #9News https://t.co/b6GajABruI	Lit-News_mentions
12713	"""""""""""""""Some of the neurological effects may be due to strokes caused by the tendency of covid-19 to promote clotting. many of the patients have no sign of a stroke. Inflammation of the brain has also been seen"""""""""""""""	Lit-News_mentions
30080	@GbdocTChost A2: Mainly disturbed by #CGM alarms.bBut also affected by ⬆️BGs which mean I can't get off to sleep &amp; ⬇️BGs which may wake me up, Since #COVID19 in March / Apr also have really bad rhinitis which affects my breathing, as of course does my #asthma. So yes, disturbed sleep!#gbdoc	Self_reports
20806	@KVUE In Jan got sick with cough and congestion. I got my wife and 3 week old baby sick as well. She had a dry cough and fever. My baby was diagnosed with RSV and Coronavirus. Docs didn’t think much of it and I assumed it was just a normal strain. What do y’all think?	Nonpersonal_reports
21257	My dad died from interstitial lung disease. Breathing exercises are so important. If you have Covid, please take care of yourself. Rest, but don't forget to do breathing exercises.	Nonpersonal_reports
13683	Medical experts explain what the #coronavirus does to the body11 Mar 2020#QUOTE The symptoms - fever, cough, shortness of breath - can be from any number of illnesses(.)LNK https://t.co/Go9vF6bxql#Disease #WuhanVirus #COVID19#QuikTake qt-covid19-038 by #BorderObserver https://t.co/b6i3d94qbe	Lit-News_mentions
30058	I’m gonna start calling my afternoon wave of fatigue, my “post covid wave”. I’m exhausted. As of 1pm, count me out, I’m exhausted. #covid19	Self_reports
20055	I cannot express how incredibly difficult it was for me and my son to get tested for #COVID19. We both had fevers, cough, body aches, other symptoms and THEY WOULD NOT TEST US!!! This narrative of “anyone who wants a test can get a test” is utter and complete BULLSHIT!	Nonpersonal_reports
10996	Coronavirus: a study revealed that patients presented neurological complications https://t.co/6Q14bkvm62	Lit-News_mentions
20558	@brandi_love My daughter got very sick on her birthday, February 14th. She had all the symptoms of the coronavirus. Her fever hit 105, horrible dry cough, lethargic. I took her into the emergency room. They told me it was only strep. I don't believe them for a second anymore.	Nonpersonal_reports
13211	Doctors say loss of smell may be a telltale sign of coronavirus. It may be the only symptom some people experience. https://t.co/uHdvggqx5P	Lit-News_mentions
12482	Over half of coronavirus patients in Spain have developed neurological problems, studies show https://t.co/USze4dl8UL via @elpaisinenglish	Lit-News_mentions
23047	My dad has developed fever too. We’re hoping for the best.	Nonpersonal_reports
21498	Update there are still no results for my brother but he's given antibiotics and still has mild feverHowever, we also got the news that my father tested positive	Nonpersonal_reports
22676	"""""""""""""""PECKHAM Kayla Williams, a black mother of three, died of suspected Covid-19 a day after calling 999 &amp; being told she is """"""""""""""""NOT A PRIORITY"""""""""""""""" ... R.I.P Kayla Williams 🙏🏾😔 💔Her symptoms: """"""""""""""""breathless, vomiting, pains in stomach, and getting worse"""""""""""""""" speaking to 999 ambulance service"""""""""""""""	Nonpersonal_reports
11289	READ THIS: Asymptomatic Mild Coronavirus Cases Give You A Co-morbidityMany patients who survive the ICU may have permanent disabilities with damage to their lungs, heart, vascular system, permanent neurological injuries, and cognitive deficits...https://t.co/fNpqj5rnuv 11 https://t.co/sVnZu95Ljm	Lit-News_mentions
10127	Health What the lungs of Covid-19 sufferers can expose us about the virus Health House  &gt;  Medical  &gt;  Infectious Diseases  &gt;  Coronavirus 25 Could 2020 What the lungs of Covid-19 sufferers can expose us about the virus Covid-19 is basically a respirat… https://t.co/aLKQjHIiyH	Lit-News_mentions
14036	Even mild coronavirus cases can cause lasting cardiovascular damage, study shows https://t.co/WyLdJ9rNo4 via @TheWeek	Lit-News_mentions
22976	4 of my wife's colleagues tested positive for Covid19, 4th recieved her results yesterday. She has a headache now and not feeling well, she's gonna do he test tomorrow. 😔	Nonpersonal_reports
20995	I have a #disabled mother at home who has severe lung disease and is a recent amputee.  She is coughing, short of breath with on and off fevers for days. What about those at home who can’t get out?  #wewantanswers #coronavirus  I’m so worried about her 😔	Nonpersonal_reports
20045	Something about #COVID19 doesn't sit well with me. A sore throat and a dry cough for a couple days doesn't sound too bad to me. Open everything back up and let's get things back to normal!	Nonpersonal_reports
22394	Part 1  Morning all you legends! Hope your all ok. I am not too bad, still got a cough(not Coronavirus) and waiting to get an appointment for a x-ray on my knee to check for Arthritis as my knee buckles sometimes and I fall over. Yesterday I was up the hospital with my wife who	Nonpersonal_reports
23442	Can't help thinking how a black woman from London, mother of 3, called paramedics when she had breathlessness and chest pains. The paramedics told her they won't take her as she wasn't 'a priority.'  She died from COVID-19 the next day.	Nonpersonal_reports
11587	Why Covid-19 patients with heart problems more likely to die: In a major study, researchers have found that Covid-19 patients with cardiovascular comorbidities or risk factors are more likely to develop heart complications… https://t.co/5UQimzDG4W #Covid19 #Featured #Health	Lit-News_mentions
14084	"""""""""""""""Most patients with #coronavirus have respiratory symptoms, but new study shows that digestive problems are prevalent in many patients with #COVID19.  """"""""""""""""Clinicians must bear in mind that digestive symptoms, such as diarrhea, may be a feature of COVID-19.""""""""""""""""  https://t.co/a3ZzHyRQl7 https://t.co/x4gzhGmN70"""""""""""""""	Lit-News_mentions
11019	Anxiety, depression and insomnia were most common among the study’s recovered COVID-19 patients who developed mental health problems, and the researchers also found significantly higher risks of dementia, a brain impairment condition - 1 in 5	Lit-News_mentions
23552	Appreciate continued prayer for my 80-year-old parents.  My mom is still sick from covid (2 weeks now) and my dad who is being tested today has been sick with a fever the last few days.  He has a heart condition.  #MaskUp  #COVID19 #elderly #Prayer https://t.co/zQdLom9QfL	Nonpersonal_reports
31089	They played some kind of cheesy music from the 1980s in the ear defenders, but even that along with the ear plugs didn't drown out the noise. The thing is that noise seems to contribute to my fatigue since symptoms began. They warned me I might feel very warm during the scan 9/n	Self_reports
11464	Followup2: Pre-existing cardiovascular disease linked with worse outcomes and increased risk of death in patients with COVID-19, whereas COVID-19 itself can also induce myocardial injury, arrhythmia, acute coronary syndrome and venous thromboembolism17/xhttps://t.co/US30vUuR6m	Lit-News_mentions
20728	I genuinely think my dad has had it, and has lasting damage to his lungs, he didn't get tested, and continues to cough 4 weeks later,  but you know typical Irish man, will never admit it!!!!	Nonpersonal_reports
20963	@WestripFred Yes sir.  I'll be praying for Dad. My Mom had Covid19 in a nursing home 83, but has lost 24 pounds, malnourished &amp; fatigued depressed.  Please pray for Karen and that we get her out and I'll take care of her,  even though I'm in desperate need of spine surgery in chronic pain.	Nonpersonal_reports
20808	@Discoveringme40 @BlxckRepublican My son is now sick. Fever just won't break/ sore throat&amp; can't eat..says he fells ok for a while, then back in bed fighting fever and chills..was CoVid-19 tested Saturday but has ro wait 12-14 days for results.. get this, he asked for HCQ and the doc doesn't know what that is 🤥	Nonpersonal_reports
13082	"""""""""""""""Coronavirus WHO please inform everyone👇 Wuhan Medical Study👇 """"""""""""""""10.1% of those infected initially presented with diarrhea and nausea 1 to 2 days prior to development of fever"""""""""""""""" Diarrhea, nausea, and vomiting in 10% for up to 2 days BEFORE fever presents😲 https://t.co/kL6LFdg24T"""""""""""""""	Lit-News_mentions
11711	Study supporting what I have been saying about Neurological attack vectors in COVID-19 Interesting they say the neurological symptoms are usually worst in the first 1-2 days https://t.co/l7WgyUPvZr	Lit-News_mentions
10567	Cardiovascular Magnetic Resonance Findings in Competitive Athletes Recovering From #COVID19 Infection (“even in asymptomatic or mildly symptomatic patient”) 👀 https://t.co/pw9LzbVICL	Lit-News_mentions
12293	As many as 1 in 5 ICU patients may end up with permanent lung damage: breathlessness and coughing months after falling ill with #COVID19 and evidence of irreversible lung scarring.https://t.co/oJfpkJ5L07	Lit-News_mentions
22554	I’m almost positive my mom had it in January. Cough. Loss of taste &amp; smell. Took her to the hospital for one thing, ended up gasping for air &amp; had, what docs thought, was an odd pneumonia. There 10 days. It was all quite strange. The explanation never sat right.She’s fine now.	Nonpersonal_reports
20007	@OdyO11 It is wrong, or at least, not complete or fully appropriate. We already know that #COVID19 sequelae/ long term problems include lung and heart damage, issues with the immune system and abnormal clotting, neurological damage and more. Patients need proper medical tests #LongCovid	Nonpersonal_reports
20616	My son had a headache in school &amp; asked to go outside for air... he was told he had to go home. By the time he cycled home his headache was gone due to the fresh air... 🤔 Now he’s trying to do the work he’ll miss out on. 🙄 #covid19	Nonpersonal_reports
31290	I live in a house of 4, told I had ME years ago and had, for the most part, gotten my life back a bit, not so now. Not one of us isnt still having symptoms, Tachycardia, palpitations, brains that wont think, circulation problems, fatigue and terrible reflux are a few.	Self_reports
12823	A new study found that the novel coronavirus may enter the human brain through the nose. the virus not only affects the respiratory tract, but also impacts the central nervous system, resulting in neurological symptoms such as loss of smell, taste, headache, fatigue and nausea.	Lit-News_mentions
12939	Experts at the University College London are the latest to describe that Covid-19 could cause neurological complications including stroke, nerve damage and potentially fatal brain inflammation — even if the patients didn't show severe respiratory symptoms. https://t.co/Zi8NhJO450	Lit-News_mentions
31366	The reason I am in my jimjams not doing anything all day is that I caught Covid over 4 months ago (probably at work) & I still haven’t recovered my health & doctors can’t tell me if I ever will so fuck you	Self_reports
22182	@sciencecohen Today, my daughter was diagnosed with bilateral pneumonia. She was not given a COVID-19 test because they didn't have any. She has a cough, fever, shortness of breath, and extreme fatigue. Their advice, go home and if you feel worse, go to the ER. I'm scared.	Nonpersonal_reports
30068	My throat feels tight and dry, different to any other day. Not hard to swallow. Shortness of breathe is very noticeable. Joints have started clicking. #COVID19 #Covid19UK #covidnightmare	Self_reports
11503	Coronavirus Could Lead to Brain Damage in Infected Patients, Study SaysResearchers say COVID-19 has been linked to neurological complications in some patients, including fatal brain inflammation, stroke and nerve damagehttps://t.co/7Gpg74fJ6S	Lit-News_mentions
30873	I really dislike this article. Most of us are experiencing much more than fatigue. Persistent ‘viral’ symptoms, tachycardia, breathing issues, headaches, dizziness, irregular blood pressure. This is not ‘fatigue’. By calling this ‘fatigue’ they can get away with doing nothing.	Self_reports
30419	Consider that during these 100+ days, I was quite afraid of phone calls or even in person conversations, as initially I used to get shortness of breath from talking for a few minutes and later on, even a 5 min call would trigger extreme fatigue and I would have to lie down!! 5/n	Self_reports
10461	Months after Covid-19 infection, patients report breathing difficulty and fatigue https://t.co/mIyM48Jvmf	Lit-News_mentions
30465	Oh no.... symptom free for 7 days? Wow! I was fever free for 24 hours up until an hour ago and was pretty happy about that.. this is such a wild and weird ride. Not pleasant.	Self_reports
20522	And I got my friend sick and she had ALL of the symptoms like a perfect example of covid-19 but I only had a sore throat and shortness of breath and now there's been 13 confirmed cases at my moms job	Nonpersonal_reports
11569	@Zamangwanya Hi @Zamangwanya. Take care of yourself.🧡 The symptoms of Covid-19 are similar to that of a common cold or flu. These  symptoms are: fatigue, fever, coughing, stuffy nose, sore throat or diarrhea. Seek medical attention if you, your child or family member show any of these signs https://t.co/3j7AovwFtp	Lit-News_mentions
20339	🤔🤔🤔🤔 Am still wondering how #KaylaWilliams, mother of 3, who was struggling to breathe, vomiting, w serious #COVID2019 symptoms was #notapriority acc to the #NHS. Meanwhile BoJo &amp; Prince Charles qualify for testing despite mild symptoms. 🤨  #coronadeaths #NOtoVIPTesting	Nonpersonal_reports
30958	Clicking on the results, shows detailed information, including the actual results themselves (and reference ranges) - Most of them are normal, but CRP showed up as borderline. The CRP result was filed into my medical record just 4 hours after blood was drawn yesterday!! 5/n	Self_reports
23238	my mom thought i had coronavirus because i had fever and sore throat but now i'm fine..... who tells her that i got them because of minhyun in milan🙃	Nonpersonal_reports
11119	I suspect if we did a study of #healthcare providers we’d find same results! Prolong fatigue😴🥱in #doctors #nurses #pharmacists #microbiologist managing #COVID19 patients! Half of recovered COVID-19 patients report lingering fatigue https://t.co/tL8cAKjlzo	Lit-News_mentions
10027	Discussion about #LongCovid &amp; Post Viral Fatigue (PVF), Post Viral Fatigue Syndrome (PVFS) and Myalgic Encephalomyelitis (ME) - YouTube https://t.co/M1DE69yPdg	Lit-News_mentions
23177	@5sahandful My daughter works with someone who tested positive for #COVID19. Everybody where they work were ill with similar symptoms during the same time period. My daughter brought it home, &amp; my husband &amp; son got sick with the same symptoms as her. I wasn’t sick,except loss of taste.	Nonpersonal_reports
23482	An emotional Shabbat candle lighting tonight with both my kids now ill (one with fever, the other cough) and four family households from London to Geneva joined together on FaceTime and led in prayer by my Dad. #shabbat #coronavirus https://t.co/TElH2IRqp0	Nonpersonal_reports
10876	New Study: Children suffering from sickness and diarrhea, coupled with a fever or history of exposure to coronavirus, should be suspected of being infectedCoronavirus Infection In Children May Not Start With A Cough https://t.co/vDNqiDfDzn	Lit-News_mentions
10041	@JenLeeCBC @CBCEdmonton Cold and flu symptoms are same as COVID-19 🧐 how will you know which is which without test 🤔	Lit-News_mentions
14429	IISc experts to collect sound samples of #Covid19 patients’ cough, breath(reports @SnehalFerns) https://t.co/1dnCWjnCW7 https://t.co/iQZFUh48ez	Lit-News_mentions
13763	55% of coronavirus patients still have neurological problems three months later: study https://t.co/LIjxyw3oel	Lit-News_mentions
22770	I kissed my Mother on her cheek while having slight fever and she's like 'Aye Haye! Pary ho, tu menu v bemar krainge' 😕Side effects of #coronavirus	Nonpersonal_reports
31005	Yup! Had a little relapse over the weekend, but it was not very bad and very short-lived. Today I had moments where I felt completely normal. Hope you feel better soon too!	Self_reports
21400	@ArvindKejriwal Sir my wife is a banker having symptoms of  covid-19 since last five days. She also has breathlessness. I have tried help line number and all the major labs but I am unable to get the test done. All are refusing to do the test now my 3 year son has also symptoms with fever.	Nonpersonal_reports
31395	M.E peeps who've had 'suspected' covid-19. I've had a really bad headache for weeks. I've just seen a Dr on tv say she's seen people with chronic headaches post-covid. Tricky to know if my headache is M.E or post-covid! Thoughts? #pwme	Self_reports
10713	@FrontPubHealth Scientists reveal most likely order of COVID-19 symptoms https://t.co/lydlZubbzQ #Breathing #Coronavirus #Cough #Diarrhea #Fever #Flu #Headache #Influenza #Nausea #Pandemic #PublicHealth #COVID19 #SARSCoV2	Lit-News_mentions
22783	Earlier this month my dad had to go the ER and I really appreciated the prayers and light. Right now, indications are that my mom might be fighting undiagnosed COVID-19 (3 weeks of cycling symptoms, including fevers, etc.).I’m asking for your prayers and light for her, too.	Nonpersonal_reports
13627	Fever and cough, then aches and pains, followed by nausea and vomiting, and then diarrhea. That's the most likely order of how #COVID19 symptoms develop, a group of researchers from University of Southern California found in a new study. 🧐 😷 ☠️ #coronavirusuk #CoronavirusUSA https://t.co/koK6T0Ktgp	Lit-News_mentions
12280	In a new study conducted by doctors, it has been found that #COVID19 can lead to some serious neurological problems in the patients  https://t.co/qmE2GOqUK3	Lit-News_mentions
14253	CNBC looks into scientists reporting neurological damage in COVID-19 patients. More @ https://t.co/xVfWri9pdp	Lit-News_mentions
30174	That’s exactly what I said!!! I was sick for like 2-3 weeks. Chest pain and shortness of breath and went to Doctors thinking I had strep but tested negative. 🤦🏽‍♀️ It’s def possible #coronavirus #COVID2019uk #herebeforewerealized	Self_reports
30752	I have had worse episodes since then, short-lived, but nothing like the combination of cognitive, auditory, & muscle symptoms like now. Especially muscle which is worse than ever.Some of the exercise was 4 months ago and effects are still there. I don't think Covid is involved.	Self_reports
30860	I'm just feeling painfully weak. It's hard to walk, bend down and stand up. If another night of sleep can't fix this I don't know what I'll do	Self_reports
30503	So the main symptoms that are lingering now are the fatigue, insomnia (2-3 hours to fall asleep), poor sleep, the dizziness (this is new), and headaches, a rash, and feeling like a zombie much of the time 3/n	Self_reports
20073	A buddy of mine took care of a 15 yr old girl last week with *NO* medical history who had #COVID19  &amp; chest pain and had an STEMI (heart attack), &amp; went to the cath lab. Kids. Aren't. Immune.	Nonpersonal_reports
31383	Just before I got m.e, I broke out in a bumpy chest rash from being in the sun. I'm waiting on blood tests for a possible autoimmune issue, my body hair is falling out.	Self_reports
13810	Diarrhea, loss of smell and appetite commonly reported in coronavirus patients https://t.co/vZPasKdx0z	Lit-News_mentions
20229	"""""""My son's friend's whole family (dad, mom, sister, 2 brothers) got #coronavirus. Only mom got appreciably sick for ~3 days. Most others reported feeling """"""""strange"""""""" and """"""""not 100%"""""""". My son's friend (21) got full loss of taste and has not got it back (2 weeks). FWIW#COVID19"""""""	Nonpersonal_reports
20329	Plzzz stay at home , i want to cry right now. My father is a dr and he is having cough n fever since yesterday.I am worried for him. I hope it is norml cough.	Nonpersonal_reports
12356	"""""""""""""""Study of COVID-19 patients confirmed that cardiovascular disease, hypertension, diabetes, congestive heart failure, chronic kidney disease, stroke and cancer can increase a patient’s risk of dying from the virus""""""""https://t.co/NpiPmccUvz"""""""	Lit-News_mentions
11423	"""""""COVID-19 may affect Central Nervous System causing loss of smell, taste: Study """	Lit-News_mentions
13541	Coronavirus patients still have neurological problems 3 months later, evidence suggests COVID-19 could cause brain damage in adults and kids #SchoolReopening #remotelearning #KeepSchoolsClosed  https://t.co/2uXW09GnJo	Lit-News_mentions
13608	Data on symptoms #CoronaOutbreak #coronavirus #CoronaVirusUpdate It seems to start with a fever, followed by a dry cough.After a week, it can lead to shortness of breath, with about 20% of patients requiring hospital treatment.https://t.co/Fut3BVVLEQ	Lit-News_mentions
10203	Lung Transplant the ‘Only Hope’ for Patients Where Covid-19 Causes Irreparable Lung Damage BY: Tom Nyarundahttps://t.co/njYHOcosux #LungTransplant #SevereCovid19 #SevereLungDisease https://t.co/xXGvElIo7B	Lit-News_mentions
10498	According to the study, fever was often found to be the primary or only symptom in new born babies infected with the novel coronavirus.https://t.co/OndrNfmIUx	Lit-News_mentions
30407	So while heartburn from tacos can happen to anyone, my body’s reaction took it way past normal heartburn (even normal heartburn for me specifically). This morning I’m still feeling the “after effects” of the heart rate issue.	Self_reports
